"GCODE";"Ost";"Nord";"AWGN ID";"Parameter";"Messstation";"Gewässer";"Jahr";"Datum";"Tagesmittelwert";"Dimension"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"28.01.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"29.01.2014";"11,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"30.01.2014";"11,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"31.01.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"01.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"02.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"03.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"04.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"05.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"06.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"07.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"08.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"09.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"10.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"11.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"12.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"13.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"14.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"15.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"16.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"17.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"18.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"19.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"20.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"21.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"22.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"23.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"24.02.2014";"-";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"25.02.2014";"11,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"26.02.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"27.02.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"28.02.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"01.03.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"02.03.2014";"11,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"03.03.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"04.03.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"05.03.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"06.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"07.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"08.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"09.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"10.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"11.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"12.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"13.03.2014";"11,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"14.03.2014";"11,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"15.03.2014";"11,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"16.03.2014";"11,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"17.03.2014";"11,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"18.03.2014";"11,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"19.03.2014";"11,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"20.03.2014";"11,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"21.03.2014";"10,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"22.03.2014";"10,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"23.03.2014";"10,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"24.03.2014";"10,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"25.03.2014";"10,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"26.03.2014";"10,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"27.03.2014";"10,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"28.03.2014";"10,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"29.03.2014";"11";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"30.03.2014";"11,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"31.03.2014";"11,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"01.04.2014";"11,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"02.04.2014";"11";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"03.04.2014";"10,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"04.04.2014";"10,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"05.04.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"06.04.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"07.04.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"08.04.2014";"9,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"09.04.2014";"9,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"10.04.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"11.04.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"12.04.2014";"9,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"13.04.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"14.04.2014";"9,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"15.04.2014";"9,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"16.04.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"17.04.2014";"10,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"18.04.2014";"9,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"19.04.2014";"9,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"20.04.2014";"9,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"21.04.2014";"9,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"22.04.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"23.04.2014";"10,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"24.04.2014";"10,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"25.04.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"26.04.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"27.04.2014";"9,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"28.04.2014";"9,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"29.04.2014";"9,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"30.04.2014";"9,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"01.05.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"02.05.2014";"9,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"03.05.2014";"9,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"04.05.2014";"10,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"05.05.2014";"10,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"06.05.2014";"10,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"07.05.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"08.05.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"09.05.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"10.05.2014";"9,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"11.05.2014";"9,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"12.05.2014";"9,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"13.05.2014";"9,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"14.05.2014";"9,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"15.05.2014";"9,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"16.05.2014";"10,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"17.05.2014";"10,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"18.05.2014";"10";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"19.05.2014";"9,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"20.05.2014";"9,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"21.05.2014";"9,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"22.05.2014";"9,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"23.05.2014";"9,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"24.05.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"25.05.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"26.05.2014";"8,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"27.05.2014";"8,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"28.05.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"29.05.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"30.05.2014";"9,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"31.05.2014";"9,2";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"01.06.2014";"9,1";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"02.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"03.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"04.06.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"05.06.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"06.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"07.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"08.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"09.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"10.06.2014";"9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"11.06.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"12.06.2014";"8,7";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"13.06.2014";"8,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"14.06.2014";"8,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"15.06.2014";"8,3";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"16.06.2014";"8,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"17.06.2014";"8,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"18.06.2014";"8,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"19.06.2014";"8,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"20.06.2014";"8,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"21.06.2014";"8,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"22.06.2014";"8,8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"23.06.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"24.06.2014";"8,9";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"25.06.2014";"8,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"26.06.2014";"8,6";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"27.06.2014";"8,4";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"28.06.2014";"8";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"29.06.2014";"7,5";"mg/l"
"CXX359";"448.686";"5.428.915";"6.187";"Sauerstoff";"Karlsruhe (CXX359)";"Rhein";"2014";"30.06.2014";"7,5";"mg/l"
