"GCODE";"Ost";"Nord";"AWGN ID";"Messstelle";"Gewässer";"Parameter";"Jahr";"Datum";"Vorzeichen";"Messwert";"Bestimmungsgrenze";"Dimension";"Medium";"Probeart"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"04.09.2006";"-";"8,8";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"19.09.2006";"-";"8,6";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"02.10.2006";"-";"8,8";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"16.10.2006";"-";"9,6";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"30.10.2006";"-";"9,1";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"14.11.2006";"-";"8,9";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"27.11.2006";"-";"9,7";"0,2";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2006";"11.12.2006";"-";"10,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"08.01.2007";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"05.02.2007";"-";"11,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"19.02.2007";"-";"11,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"05.03.2007";"-";"11,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"20.03.2007";"-";"10,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"02.04.2007";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"16.04.2007";"-";"9,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"30.04.2007";"-";"8,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"14.05.2007";"-";"8,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"29.05.2007";"-";"7,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"11.06.2007";"-";"8,5";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"25.06.2007";"-";"8,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"09.07.2007";"-";"9,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"23.07.2007";"-";"8,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"06.08.2007";"-";"8,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"20.08.2007";"-";"8,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"03.09.2007";"-";"7,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"17.09.2007";"-";"8,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"01.10.2007";"-";"8,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"15.10.2007";"-";"9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"30.10.2007";"-";"10,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"12.11.2007";"-";"10,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"26.11.2007";"-";"11";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2007";"10.12.2007";"-";"11,5";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"07.01.2008";"-";"11,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"21.01.2008";"-";"11,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"04.02.2008";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"18.02.2008";"-";"11,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"03.03.2008";"-";"10,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"17.03.2008";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"31.03.2008";"-";"11,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"14.04.2008";"-";"11,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"28.04.2008";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"13.05.2008";"-";"9,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"26.05.2008";"-";"9,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"09.06.2008";"-";"9,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"23.06.2008";"-";"8,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"08.07.2008";"-";"8,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"21.07.2008";"-";"8,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"04.08.2008";"-";"7,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"18.08.2008";"-";"8,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"01.09.2008";"-";"6,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"15.09.2008";"-";"9,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"29.09.2008";"-";"9,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"13.10.2008";"-";"9,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"27.10.2008";"-";"9,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"10.11.2008";"-";"10";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"24.11.2008";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2008";"09.12.2008";"-";"11,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"05.01.2009";"-";"12,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"22.01.2009";"-";"11,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"02.02.2009";"-";"12,1";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"16.02.2009";"-";"11,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"02.03.2009";"-";"11,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"16.03.2009";"-";"11,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"30.03.2009";"-";"11,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"15.04.2009";"-";"11";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"27.04.2009";"-";"9,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"11.05.2009";"-";"9,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"25.05.2009";"-";"8,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"08.06.2009";"-";"8,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"22.06.2009";"-";"8,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"07.07.2009";"-";"8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"20.07.2009";"-";"8,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"03.08.2009";"-";"8,1";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"17.08.2009";"-";"7,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"31.08.2009";"-";"8,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"14.09.2009";"-";"9,1";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"12.10.2009";"-";"8,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"26.10.2009";"-";"9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"09.11.2009";"-";"9,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"23.11.2009";"-";"10,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"07.12.2009";"-";"10,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2009";"21.12.2009";"-";"11,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"04.01.2010";"-";"12,5";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"18.01.2010";"-";"11,7";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"01.02.2010";"-";"12,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"15.02.2010";"-";"13";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"01.03.2010";"-";"11,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"15.03.2010";"-";"12,5";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"29.03.2010";"-";"10,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"12.04.2010";"-";"10,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"26.04.2010";"-";"10";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"10.05.2010";"-";"9,2";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"25.05.2010";"-";"9,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"07.06.2010";"-";"9,1";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"21.06.2010";"-";"9,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"05.07.2010";"-";"7,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"19.07.2010";"-";"7,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"02.08.2010";"-";"8,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"16.08.2010";"-";"8,8";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"30.08.2010";"-";"8,9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"13.09.2010";"-";"8,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"27.09.2010";"-";"9,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"11.10.2010";"-";"9";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"25.10.2010";"-";"10,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"08.11.2010";"-";"9,4";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"22.11.2010";"-";"10,1";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"06.12.2010";"-";"11,3";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2010";"20.12.2010";"-";"11,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Sauerstoff";"2011";"03.01.2011";"-";"11,6";"0,5";"mg/l";"Oberflaechengewaesser";"Stichprobe"
